ANMOIS,APT,FSC,ZON,CAT,MVT,PAX,PEQ,CO2,NOX,COVNM,TSP,annee,mois
201703,LFML,LC,I,B,20,2240,2240,0.021,0.083,0.003,0.003,2017,03
201703,LFML,LC,I,C,12,2364,2446,0.036,0.223,0.012,0.006,2017,03
201703,LFML,MC,I,A,538,17431,19556,0.206,0.649,0.109,0.033,2017,03
201703,LFML,MC,I,B,2941,335055,338709,2.817,11.291,0.688,0.447,2017,03
201703,LFML,MC,I,C,149,938,21853,0.267,1.357,0.091,0.042,2017,03
201703,LFML,LC,O,C,12,4094,4104,0.035,0.208,0.008,0.006,2017,03
201703,LFML,CC,M,A,2,4,4,0.001,0.002,0.003,0.000,2017,03
201703,LFML,CC,M,B,1144,137123,145207,1.248,5.423,0.325,0.198,2017,03
201703,LFML,CC,M,C,64,3304,10747,0.128,0.700,0.029,0.020,2017,03
201703,LFML,CC,M,A,1182,40985,42085,0.317,0.980,0.367,0.050,2017,03
201703,LFML,CC,M,B,1113,102123,113049,1.065,4.155,0.272,0.169,2017,03
201703,LFML,CC,M,C,51,0,0,0.105,0.544,0.061,0.017,2017,03
201703,LFMN,LC,I,A,27,95,95,0.015,0.047,0.003,0.002,2017,03
201703,LFMN,LC,I,B,5,37,37,0.003,0.016,0.001,0.000,2017,03
201703,LFMN,LC,I,C,63,19350,28426,0.280,2.129,0.114,0.044,2017,03
201703,LFMN,MC,I,A,3259,19497,19508,0.545,1.324,1.678,0.087,2017,03
201703,LFMN,MC,I,B,3964,447667,449362,3.439,13.659,0.906,0.546,2017,03
201703,LFMN,MC,I,C,22,2705,2842,0.058,0.468,0.005,0.009,2017,03
201703,LFMN,CC,M,A,38,2,995,0.010,0.033,0.016,0.002,2017,03
201703,LFMN,CC,M,B,1636,241040,241299,1.717,7.686,0.397,0.273,2017,03
201703,LFMN,CC,M,C,3,347,347,0.007,0.046,0.002,0.001,2017,03
201703,LFMN,CC,M,A,1272,31974,32017,0.290,0.907,0.572,0.046,2017,03
201703,LFMN,CC,M,B,834,93118,95552,0.731,2.881,0.153,0.116,2017,03
201703,LFOB,MC,I,B,1753,280095,280095,1.827,7.604,0.287,0.290,2017,03
201703,LFOB,CC,M,B,12,1436,1436,0.014,0.065,0.002,0.002,2017,03
201703,LFPG,LC,I,A,3,1,1,0.000,0.002,0.000,0.000,2017,03
201703,LFPG,LC,I,B,137,13503,13683,0.177,0.679,0.062,0.028,2017,03
201703,LFPG,LC,I,C,8004,1971103,3246601,33.817,208.600,14.826,5.368,2017,03
201703,LFPG,MC,I,A,3243,169483,187869,1.521,4.334,0.735,0.241,2017,03
201703,LFPG,MC,I,B,20434,2489821,2594569,21.495,80.191,9.417,3.412,2017,03
201703,LFPG,MC,I,C,1788,149318,613279,5.441,29.585,1.922,0.864,2017,03
201703,LFPG,LC,O,C,155,54571,67163,0.617,4.072,0.200,0.098,2017,03
201703,LFPG,CC,M,C,1,0,63,0.006,0.038,0.003,0.001,2017,03
201703,LFPG,CC,M,A,829,39125,46242,0.495,1.400,0.170,0.079,2017,03
201703,LFPG,CC,M,B,3416,414994,481267,3.964,15.606,1.522,0.629,2017,03
201703,LFPG,CC,M,C,206,6300,40677,0.463,2.479,0.130,0.074,2017,03
201703,LFPO,LC,I,A,1,0,0,0.001,0.004,0.000,0.000,2017,03
201703,LFPO,LC,I,B,61,7577,7649,0.071,0.260,0.014,0.011,2017,03
201703,LFPO,LC,I,C,368,80797,97294,1.039,6.523,0.161,0.165,2017,03
201703,LFPO,MC,I,A,363,19355,19355,0.087,0.255,0.039,0.014,2017,03
201703,LFPO,MC,I,B,8045,1192401,1205119,8.920,37.924,1.894,1.416,2017,03
201703,LFPO,MC,I,C,221,40834,51897,0.580,3.295,0.299,0.092,2017,03
201703,LFPO,LC,O,C,769,294017,339163,3.019,19.735,0.784,0.479,2017,03
201703,LFPO,CC,M,C,1,0,54,0.001,0.008,0.001,0.000,2017,03
201703,LFPO,CC,M,A,1766,62812,62818,0.510,1.650,0.669,0.081,2017,03
201703,LFPO,CC,M,B,7001,838039,838947,6.699,28.578,1.577,1.063,2017,03
201703,LFPO,CC,M,C,6,452,452,0.020,0.116,0.002,0.003,2017,03
201703,LFRS,LC,I,A,1,2,2,0.000,0.000,0.000,0.000,2017,03
201703,LFRS,LC,I,B,2,281,281,0.002,0.007,0.001,0.000,2017,03
201703,LFRS,LC,I,C,8,0,1393,0.021,0.051,0.003,0.003,2017,03
201703,LFRS,MC,I,A,328,13581,13727,0.086,0.240,0.080,0.014,2017,03
201703,LFRS,MC,I,B,1218,152762,152899,1.145,4.580,0.255,0.182,2017,03
201703,LFRS,MC,I,C,63,0,10283,0.117,0.656,0.029,0.018,2017,03
201703,LFRS,CC,M,A,144,7363,7365,0.066,0.211,0.022,0.011,2017,03
201703,LFRS,CC,M,B,268,35248,35292,0.234,1.213,0.067,0.037,2017,03
201703,LFRS,CC,M,A,843,27914,27914,0.275,0.924,0.115,0.044,2017,03
201703,LFRS,CC,M,B,930,100119,100119,0.750,2.901,0.212,0.119,2017,03
201703,LFRS,CC,M,C,1,0,197,0.003,0.019,0.001,0.000,2017,03
201703,LFSB,LC,I,A,1,2,2,0.000,0.001,0.000,0.000,2017,03
201703,LFSB,LC,I,B,11,1497,1497,0.012,0.045,0.002,0.002,2017,03
201703,LFSB,LC,I,C,25,0,11081,0.118,0.898,0.031,0.019,2017,03
201703,LFSB,MC,I,A,1319,43040,46596,0.408,1.244,0.223,0.065,2017,03
201703,LFSB,MC,I,B,3516,464915,473930,3.042,11.742,0.652,0.483,2017,03
201703,LFSB,MC,I,C,123,0,22656,0.243,1.345,0.034,0.038,2017,03
201703,LFSB,CC,M,A,318,18792,18796,0.135,0.429,0.067,0.021,2017,03
201703,LFSB,CC,M,B,68,4318,4318,0.037,0.126,0.008,0.006,2017,03
201703,LFSB,CC,M,C,73,0,9340,0.110,0.809,0.004,0.017,2017,03
201703,LFSB,CC,M,A,28,73,73,0.006,0.018,0.018,0.001,2017,03
201703,LFSB,CC,M,B,223,32036,32058,0.208,0.742,0.051,0.033,2017,03
201704,LFBD,MC,I,A,178,9027,9027,0.080,0.249,0.028,0.013,2017,04
201704,LFBD,MC,I,B,1964,254613,256891,1.738,7.236,0.385,0.276,2017,04
201704,LFBD,MC,I,C,5,285,503,0.007,0.040,0.001,0.001,2017,04
201704,LFBD,CC,M,B,999,131888,136823,1.015,4.926,0.254,0.161,2017,04
201704,LFBD,CC,M,C,1,0,93,0.002,0.015,0.000,0.000,2017,04
201704,LFBD,CC,M,A,641,18154,18159,0.175,0.560,0.056,0.028,2017,04
201704,LFBD,CC,M,B,973,119625,119625,0.827,3.368,0.234,0.131,2017,04
201704,LFBD,CC,M,C,38,0,2988,0.072,0.384,0.040,0.011,2017,04
201704,LFBO,LC,I,A,4,6,6,0.002,0.007,0.000,0.000,2017,04
201704,LFBO,LC,I,C,5,0,505,0.018,0.046,0.006,0.003,2017,04
201704,LFBO,MC,I,A,418,17012,17027,0.194,0.620,0.075,0.031,2017,04
201704,LFBO,MC,I,B,3217,382412,384509,2.861,11.449,0.741,0.454,2017,04
201704,LFBO,MC,I,C,206,258,35481,0.465,2.376,0.314,0.074,2017,04
201704,LFBO,LC,O,C,2,0,589,0.010,0.056,0.002,0.002,2017,04
201704,LFBO,CC,M,A,33,37,1046,0.007,0.021,0.013,0.001,2017,04
201704,LFBO,CC,M,B,2053,278135,285210,2.067,9.206,0.511,0.328,2017,04
201704,LFBO,CC,M,A,740,31664,31664,0.244,0.809,0.139,0.039,2017,04
201704,LFBO,CC,M,B,990,105187,105187,0.779,3.069,0.241,0.124,2017,04
201704,LFBO,CC,M,C,115,0,18947,0.207,1.032,0.140,0.033,2017,04
201704,LFLL,LC,I,B,11,1459,1459,0.013,0.047,0.003,0.002,2017,04
201704,LFLL,LC,I,C,85,24340,31172,0.326,2.203,0.097,0.052,2017,04
201704,LFLL,MC,I,A,1124,53959,54016,0.423,1.323,0.162,0.067,2017,04
201704,LFLL,MC,I,B,4373,544602,550783,4.086,16.240,1.078,0.648,2017,04
201704,LFLL,MC,I,C,105,2547,23713,0.225,1.159,0.076,0.036,2017,04
201704,LFLL,LC,O,C,4,1312,1312,0.013,0.070,0.002,0.002,2017,04
201704,LFLL,CC,M,A,70,2223,3016,0.030,0.088,0.017,0.005,2017,04
201704,LFLL,CC,M,B,473,51749,55450,0.414,1.903,0.084,0.066,2017,04
201704,LFLL,CC,M,C,9,1286,1286,0.028,0.167,0.004,0.004,2017,04
201704,LFLL,CC,M,A,1368,61397,61397,0.585,1.900,0.261,0.093,2017,04
201704,LFLL,CC,M,B,1561,167431,167439,1.265,4.950,0.472,0.201,2017,04
201704,LFLL,CC,M,C,53,0,3854,0.102,0.615,0.048,0.016,2017,04
201704,LFML,LC,I,A,5,26,26,0.003,0.011,0.001,0.001,2017,04
201704,LFML,LC,I,B,17,2172,2174,0.018,0.070,0.003,0.003,2017,04
201704,LFML,LC,I,C,18,4763,4984,0.052,0.300,0.012,0.008,2017,04
201704,LFML,MC,I,A,433,12295,14333,0.152,0.475,0.118,0.024,2017,04
201704,LFML,MC,I,B,3639,458377,461372,3.593,14.629,0.821,0.570,2017,04
201704,LFML,MC,I,C,143,2803,20185,0.265,1.349,0.087,0.042,2017,04
201704,LFML,LC,O,C,12,4011,4098,0.036,0.205,0.005,0.006,2017,04
201704,LFML,CC,M,A,2,5,5,0.001,0.004,0.002,0.000,2017,04
201704,LFML,CC,M,B,1096,136885,143263,1.182,5.191,0.327,0.188,2017,04
201704,LFML,CC,M,C,58,3177,10250,0.120,0.677,0.021,0.019,2017,04
201704,LFML,CC,M,A,1043,34535,35421,0.274,0.853,0.408,0.044,2017,04
201704,LFML,CC,M,B,1272,135257,145464,1.248,4.895,0.302,0.198,2017,04
201704,LFML,CC,M,C,42,206,206,0.084,0.430,0.053,0.013,2017,04
201704,LFMN,LC,I,A,34,129,129,0.019,0.066,0.004,0.003,2017,04
201704,LFMN,LC,I,C,92,24577,32203,0.345,2.429,0.117,0.055,2017,04
201704,LFMN,MC,I,A,3760,19847,19859,0.672,1.701,1.947,0.107,2017,04
201704,LFMN,MC,I,B,5536,684396,686036,4.936,19.829,1.264,0.784,2017,04
201704,LFMN,MC,I,C,126,21736,21770,0.345,2.761,0.049,0.055,2017,04
201704,LFMN,CC,M,A,37,51,892,0.009,0.029,0.019,0.001,2017,04
201704,LFMN,CC,M,B,1768,271494,271668,1.861,8.524,0.418,0.295,2017,04
201704,LFMN,CC,M,A,1535,37562,37596,0.296,0.894,0.737,0.047,2017,04
201704,LFMN,CC,M,B,897,113550,115564,0.818,3.319,0.176,0.130,2017,04
201704,LFOB,MC,I,B,1897,315928,315928,1.978,8.178,0.316,0.314,2017,04
201704,LFOB,CC,M,B,74,11003,11003,0.085,0.356,0.012,0.014,2017,04
201704,LFPG,LC,I,B,163,16555,16747,0.210,0.810,0.073,0.033,2017,04
201704,LFPG,LC,I,C,8298,2128338,3288077,34.986,215.179,15.390,5.553,2017,04
201704,LFPG,MC,I,A,3214,181258,196515,1.396,3.943,0.717,0.222,2017,04
201704,LFPG,MC,I,B,22609,2914438,2993498,24.553,92.626,10.530,3.897,2017,04
201704,LFPG,MC,I,C,1730,178114,584333,5.386,29.298,1.942,0.855,2017,04
201704,LFPG,LC,O,C,150,51991,65404,0.602,4.182,0.211,0.096,2017,04
201704,LFPG,CC,M,A,909,48517,54846,0.480,1.405,0.154,0.076,2017,04
201704,LFPG,CC,M,B,3450,446914,506060,4.111,16.518,1.629,0.653,2017,04
201704,LFPG,CC,M,C,165,4702,33318,0.371,2.006,0.095,0.059,2017,04
201704,LFPO,LC,I,A,1,0,0,0.000,0.000,0.000,0.000,2017,04
201704,LFPO,LC,I,B,54,6366,6434,0.067,0.238,0.014,0.011,2017,04
201704,LFPO,LC,I,C,395,91840,108540,1.122,6.726,0.178,0.178,2017,04
201704,LFPO,MC,I,A,155,9804,9804,0.095,0.305,0.007,0.015,2017,04
201704,LFPO,MC,I,B,9835,1490852,1500895,10.947,45.996,2.319,1.738,2017,04
201704,LFPO,MC,I,C,314,64139,77024,0.872,4.553,0.546,0.138,2017,04
201704,LFPO,LC,O,C,730,273139,326185,2.927,19.014,0.780,0.465,2017,04
201704,LFPO,CC,M,A,1498,53202,53207,0.397,1.273,0.600,0.063,2017,04
201704,LFPO,CC,M,B,7053,867327,868017,6.605,27.836,1.616,1.048,2017,04
201704,LFPO,CC,M,C,1,0,0,0.004,0.023,0.000,0.001,2017,04
201704,LFRS,LC,I,C,9,985,2175,0.024,0.077,0.004,0.004,2017,04
201704,LFRS,MC,I,A,311,15665,15701,0.082,0.211,0.097,0.013,2017,04
201704,LFRS,MC,I,B,2084,262222,262272,1.986,7.952,0.504,0.315,2017,04
201704,LFRS,MC,I,C,53,271,8979,0.100,0.587,0.028,0.016,2017,04
201704,LFRS,CC,M,A,130,4925,4925,0.034,0.117,0.063,0.005,2017,04
201704,LFRS,CC,M,B,280,37993,38082,0.243,1.322,0.070,0.039,2017,04
201704,LFRS,CC,M,C,2,248,248,0.006,0.034,0.001,0.001,2017,04
201704,LFRS,CC,M,A,609,18848,18848,0.192,0.641,0.103,0.031,2017,04
201704,LFRS,CC,M,B,1304,150254,150254,1.130,4.478,0.360,0.179,2017,04
201704,LFRS,CC,M,C,1,206,206,0.002,0.020,0.000,0.000,2017,04
201704,LFSB,LC,I,A,1,2,2,0.000,0.000,0.000,0.000,2017,04
201704,LFSB,LC,I,B,9,1087,1087,0.009,0.037,0.001,0.001,2017,04
201704,LFSB,LC,I,C,25,0,10769,0.125,0.905,0.029,0.020,2017,04
201704,LFSB,MC,I,A,1284,48610,51495,0.411,1.266,0.200,0.065,2017,04
201704,LFSB,MC,I,B,3993,568693,574637,3.609,14.108,0.782,0.573,2017,04
201704,LFSB,MC,I,C,137,0,21238,0.271,1.477,0.049,0.043,2017,04
201704,LFSB,CC,M,A,262,17063,17091,0.067,0.214,0.057,0.011,2017,04
201704,LFSB,CC,M,B,56,3718,3727,0.022,0.070,0.001,0.003,2017,04
201704,LFSB,CC,M,C,60,0,7268,0.091,0.657,0.004,0.014,2017,04
201704,LFSB,CC,M,A,26,46,46,0.006,0.017,0.019,0.001,2017,04
201704,LFSB,CC,M,B,349,51864,51864,0.336,1.237,0.076,0.053,2017,04
201705,LFBD,LC,I,C,8,2370,2394,0.022,0.133,0.002,0.004,2017,05
201705,LFBD,MC,I,A,186,7660,7672,0.081,0.254,0.042,0.013,2017,05
201705,LFBD,MC,I,B,2328,282400,284846,2.060,8.624,0.480,0.327,2017,05
201705,LFBD,MC,I,C,2,433,433,0.003,0.022,0.000,0.001,2017,05
201705,LFBD,CC,M,B,1118,138416,143137,1.142,5.510,0.268,0.181,2017,05
201705,LFBD,CC,M,A,713,21545,21550,0.201,0.645,0.059,0.032,2017,05
201705,LFBD,CC,M,B,1050,127489,127489,0.902,3.748,0.265,0.143,2017,05
201705,LFBD,CC,M,C,40,0,3073,0.075,0.421,0.038,0.012,2017,05
201705,LFBO,LC,I,A,4,17,17,0.001,0.003,0.001,0.000,2017,05
201705,LFBO,LC,I,C,17,2969,3716,0.044,0.190,0.021,0.007,2017,05
201705,LFBO,MC,I,A,543,18227,18338,0.232,0.726,0.114,0.037,2017,05
201705,LFBO,MC,I,B,3377,372768,374907,3.055,12.241,0.831,0.485,2017,05
201705,LFBO,MC,I,C,190,0,31400,0.431,2.256,0.290,0.068,2017,05
201705,LFBO,CC,M,A,36,0,1063,0.008,0.022,0.015,0.001,2017,05
201705,LFBO,CC,M,B,2257,289723,296594,2.295,10.352,0.590,0.364,2017,05
201705,LFBO,CC,M,A,767,32598,32598,0.266,0.880,0.188,0.042,2017,05
201705,LFBO,CC,M,B,1056,113365,113365,0.840,3.318,0.286,0.133,2017,05
201705,LFBO,CC,M,C,118,0,18755,0.213,1.093,0.141,0.034,2017,05
201705,LFLL,LC,I,C,106,21093,27316,0.344,2.195,0.211,0.055,2017,05
201705,LFLL,MC,I,A,1224,54457,54531,0.458,1.431,0.180,0.073,2017,05
201705,LFLL,MC,I,B,4576,542507,549229,4.237,16.664,1.141,0.672,2017,05
201705,LFLL,MC,I,C,108,918,22965,0.222,1.109,0.071,0.035,2017,05
201705,LFLL,LC,O,C,10,2978,2978,0.033,0.174,0.005,0.005,2017,05
201705,LFLL,CC,M,A,105,4171,4980,0.050,0.153,0.019,0.008,2017,05
201705,LFLL,CC,M,B,444,49750,53295,0.383,1.661,0.087,0.061,2017,05
201705,LFLL,CC,M,C,16,2410,2410,0.045,0.263,0.006,0.007,2017,05
201705,LFLL,CC,M,A,1421,62246,62248,0.613,1.982,0.290,0.097,2017,05
201705,LFLL,CC,M,B,1683,177509,177509,1.377,5.404,0.519,0.219,2017,05
201705,LFLL,CC,M,C,57,0,4304,0.113,0.681,0.050,0.018,2017,05
201705,LFML,LC,I,A,3,12,12,0.002,0.005,0.000,0.000,2017,05
201705,LFML,LC,I,B,18,1504,1505,0.020,0.077,0.003,0.003,2017,05
201705,LFML,LC,I,C,39,9374,9581,0.103,0.573,0.043,0.016,2017,05
201705,LFML,MC,I,A,492,12236,14388,0.169,0.520,0.173,0.027,2017,05
201705,LFML,MC,I,B,3840,460779,463390,3.777,15.255,0.901,0.600,2017,05
201705,LFML,MC,I,C,152,1131,19756,0.276,1.438,0.085,0.044,2017,05
201705,LFML,LC,O,C,17,5333,5363,0.052,0.301,0.006,0.008,2017,05
201705,LFML,CC,M,A,2,48,105,0.001,0.002,0.001,0.000,2017,05
201705,LFML,CC,M,B,1200,143471,149872,1.315,5.886,0.340,0.209,2017,05
201705,LFML,CC,M,C,64,3939,10733,0.145,0.875,0.020,0.023,2017,05
201705,LFML,CC,M,A,1178,37089,38014,0.320,0.997,0.503,0.051,2017,05
201705,LFML,CC,M,B,1343,139584,149140,1.306,5.131,0.319,0.207,2017,05
201705,LFML,CC,M,C,44,205,357,0.089,0.489,0.050,0.014,2017,05
201705,LFMN,LC,I,A,57,167,167,0.032,0.105,0.005,0.005,2017,05
201705,LFMN,LC,I,B,4,14,14,0.004,0.021,0.002,0.001,2017,05
201705,LFMN,LC,I,C,140,29478,37375,0.490,3.128,0.166,0.078,2017,05
201705,LFMN,MC,I,A,5896,27920,27920,1.042,2.637,3.265,0.165,2017,05
201705,LFMN,MC,I,B,6123,728727,730001,5.572,22.243,1.440,0.884,2017,05
201705,LFMN,MC,I,C,171,28414,28529,0.457,3.663,0.060,0.072,2017,05
201705,LFMN,CC,M,A,39,28,1196,0.011,0.038,0.016,0.002,2017,05
201705,LFMN,CC,M,B,1896,281714,281823,2.030,9.308,0.442,0.322,2017,05
201705,LFMN,CC,M,C,14,2925,2925,0.045,0.278,0.016,0.007,2017,05
201705,LFMN,CC,M,A,2481,38466,38506,0.409,1.152,1.169,0.065,2017,05
201705,LFMN,CC,M,B,936,118054,120081,0.865,3.500,0.187,0.137,2017,05
201705,LFMN,CC,M,C,1,0,0,0.008,0.050,0.002,0.001,2017,05
201705,LFOB,MC,I,B,1998,330832,330832,2.087,8.629,0.330,0.331,2017,05
201705,LFOB,CC,M,B,72,11330,11330,0.079,0.325,0.011,0.013,2017,05
201705,LFPG,LC,I,B,122,10026,10140,0.160,0.593,0.056,0.025,2017,05
201705,LFPG,LC,I,C,8649,2100838,3252305,36.571,223.617,16.040,5.805,2017,05
201705,LFPG,MC,I,A,3558,192252,208167,1.706,4.804,0.777,0.271,2017,05
201705,LFPG,MC,I,B,23272,2939783,3019351,25.169,94.585,10.718,3.995,2017,05
201705,LFPG,MC,I,C,1723,158711,576526,5.335,28.751,1.823,0.847,2017,05
201705,LFPG,LC,O,C,145,47109,61291,0.538,3.648,0.214,0.085,2017,05
201705,LFPG,CC,M,A,918,47289,53862,0.531,1.558,0.149,0.084,2017,05
201705,LFPG,CC,M,B,3593,455860,513418,4.252,16.867,1.721,0.675,2017,05
201705,LFPG,CC,M,C,201,9250,38609,0.482,2.735,0.112,0.077,2017,05
201705,LFPO,LC,I,B,31,3505,3545,0.038,0.145,0.007,0.006,2017,05
201705,LFPO,LC,I,C,343,62699,75947,0.913,5.649,0.148,0.145,2017,05
201705,LFPO,MC,I,A,125,7593,7593,0.077,0.245,0.005,0.012,2017,05
201705,LFPO,MC,I,B,10180,1517196,1528263,11.365,47.836,2.322,1.804,2017,05
201705,LFPO,MC,I,C,271,50607,65613,0.731,3.941,0.360,0.116,2017,05
201705,LFPO,LC,O,C,628,221583,260492,2.454,16.134,0.629,0.390,2017,05
201705,LFPO,CC,M,A,1735,61745,61754,0.490,1.607,0.664,0.078,2017,05
201705,LFPO,CC,M,B,7829,908603,909358,7.387,31.269,1.693,1.173,2017,05
201705,LFPO,CC,M,C,2,0,0,0.004,0.029,0.001,0.001,2017,05
201705,LFRS,LC,I,C,20,2796,4107,0.049,0.183,0.022,0.008,2017,05
201705,LFRS,MC,I,A,348,16567,16569,0.097,0.255,0.102,0.015,2017,05
201705,LFRS,MC,I,B,2384,292547,292591,2.289,9.122,0.579,0.363,2017,05
201705,LFRS,MC,I,C,55,0,8873,0.101,0.564,0.026,0.016,2017,05
201705,LFRS,CC,M,A,170,6614,6615,0.047,0.156,0.089,0.007,2017,05
201705,LFRS,CC,M,B,268,34767,34871,0.237,1.159,0.072,0.038,2017,05
201705,LFRS,CC,M,A,678,21731,21731,0.215,0.716,0.105,0.034,2017,05
201705,LFRS,CC,M,B,1385,160295,160295,1.230,4.857,0.380,0.195,2017,05
201705,LFRS,CC,M,C,1,205,205,0.001,0.002,0.000,0.000,2017,05
201705,LFSB,LC,I,C,29,8,11009,0.142,1.017,0.030,0.023,2017,05
201705,LFSB,MC,I,A,1432,51386,54746,0.450,1.388,0.219,0.071,2017,05
201705,LFSB,MC,I,B,4159,578518,582740,3.739,14.652,0.832,0.593,2017,05
201705,LFSB,MC,I,C,180,8,26418,0.339,1.884,0.047,0.054,2017,05
201705,LFSB,CC,M,A,227,13923,13923,0.065,0.214,0.061,0.010,2017,05
201705,LFSB,CC,M,B,102,7685,7685,0.030,0.101,0.005,0.005,2017,05
201705,LFSB,CC,M,C,72,0,8419,0.110,0.809,0.004,0.018,2017,05
201705,LFSB,CC,M,A,24,21,21,0.004,0.011,0.013,0.001,2017,05
201705,LFSB,CC,M,B,368,54442,54442,0.356,1.329,0.079,0.057,2017,05
201706,LFBD,LC,I,C,16,4592,4605,0.042,0.245,0.008,0.007,2017,06
201706,LFBD,MC,I,A,212,9007,9007,0.091,0.280,0.047,0.015,2017,06
201706,LFBD,MC,I,B,2419,300969,303327,2.130,8.872,0.563,0.338,2017,06
201706,LFBD,MC,I,C,6,194,669,0.009,0.044,0.001,0.001,2017,06
201706,LFBD,CC,M,B,1150,153633,158765,1.167,5.616,0.282,0.185,2017,06
201706,LFBD,CC,M,C,6,786,978,0.014,0.088,0.001,0.002,2017,06
201706,LFBD,CC,M,A,737,23635,23638,0.210,0.674,0.070,0.033,2017,06
201706,LFBD,CC,M,B,1084,139748,139770,0.938,3.878,0.292,0.149,2017,06
201706,LFBD,CC,M,C,43,0,3280,0.081,0.455,0.039,0.013,2017,06
201706,LFBO,LC,I,A,3,12,12,0.002,0.006,0.000,0.000,2017,06
201706,LFBO,LC,I,C,27,5046,5826,0.073,0.325,0.037,0.012,2017,06
201706,LFBO,MC,I,A,482,17896,18017,0.217,0.695,0.079,0.034,2017,06
201706,LFBO,MC,I,B,3448,371282,373851,3.115,12.302,0.894,0.495,2017,06
201706,LFBO,MC,I,C,213,126,35862,0.483,2.489,0.325,0.077,2017,06
201706,LFBO,CC,M,A,34,0,1164,0.007,0.020,0.013,0.001,2017,06
201706,LFBO,CC,M,B,2214,306450,313344,2.266,10.142,0.560,0.360,2017,06
201706,LFBO,CC,M,A,839,38634,38634,0.304,0.995,0.206,0.048,2017,06
201706,LFBO,CC,M,B,1082,121340,121342,0.884,3.396,0.341,0.140,2017,06
201706,LFBO,CC,M,C,125,0,19673,0.228,1.167,0.156,0.036,2017,06
201706,LFLL,LC,I,B,1,125,125,0.001,0.002,0.000,0.000,2017,06
201706,LFLL,LC,I,C,108,21277,28144,0.395,2.434,0.145,0.063,2017,06
201706,LFLL,MC,I,A,1172,53781,53859,0.437,1.380,0.168,0.069,2017,06
201706,LFLL,MC,I,B,4530,495137,501423,4.226,16.515,1.109,0.671,2017,06
201706,LFLL,MC,I,C,108,582,24846,0.224,1.156,0.083,0.036,2017,06
201706,LFLL,LC,O,C,8,2504,2504,0.027,0.140,0.004,0.004,2017,06
201706,LFLL,CC,M,A,107,4282,5319,0.048,0.151,0.023,0.008,2017,06
201706,LFLL,CC,M,B,399,42366,46060,0.348,1.518,0.072,0.055,2017,06
201706,LFLL,CC,M,C,66,10934,10934,0.158,0.987,0.009,0.025,2017,06
201706,LFLL,CC,M,A,1417,65541,65591,0.585,1.897,0.313,0.093,2017,06
201706,LFLL,CC,M,B,1833,202510,202522,1.490,5.718,0.510,0.237,2017,06
201706,LFLL,CC,M,C,60,0,4544,0.122,0.719,0.065,0.019,2017,06
201706,LFML,LC,I,A,3,13,13,0.001,0.002,0.000,0.000,2017,06
201706,LFML,LC,I,B,17,1352,1355,0.019,0.077,0.004,0.003,2017,06
201706,LFML,LC,I,C,63,13768,13995,0.160,0.884,0.073,0.025,2017,06
201706,LFML,MC,I,A,485,12763,14749,0.171,0.526,0.146,0.027,2017,06
201706,LFML,MC,I,B,3770,434127,436568,3.651,14.733,0.880,0.579,2017,06
201706,LFML,MC,I,C,148,1920,20154,0.276,1.434,0.079,0.044,2017,06
201706,LFML,LC,O,C,21,6541,6547,0.062,0.346,0.008,0.010,2017,06
201706,LFML,CC,M,B,1192,150210,157080,1.299,5.814,0.357,0.206,2017,06
201706,LFML,CC,M,C,70,4131,11052,0.161,0.963,0.021,0.026,2017,06
201706,LFML,CC,M,A,1246,45648,46711,0.351,1.090,0.504,0.056,2017,06
201706,LFML,CC,M,B,1307,142610,153537,1.306,5.176,0.308,0.207,2017,06
201706,LFML,CC,M,C,45,0,0,0.092,0.508,0.049,0.015,2017,06
201706,LFMN,LC,I,A,66,331,331,0.035,0.115,0.007,0.006,2017,06
201706,LFMN,LC,I,B,7,130,130,0.007,0.032,0.001,0.001,2017,06
201706,LFMN,LC,I,C,170,36247,43655,0.530,3.348,0.209,0.084,2017,06
201706,LFMN,MC,I,A,4516,26875,26876,0.947,2.559,2.354,0.150,2017,06
201706,LFMN,MC,I,B,6365,795090,796505,5.798,23.013,1.480,0.920,2017,06
201706,LFMN,MC,I,C,176,33204,33360,0.464,3.778,0.050,0.074,2017,06
201706,LFMN,CC,M,A,39,8,1067,0.010,0.032,0.016,0.002,2017,06
201706,LFMN,CC,M,B,1828,288915,289019,1.954,8.926,0.437,0.310,2017,06
201706,LFMN,CC,M,A,2942,43269,43315,0.435,1.160,1.398,0.069,2017,06
201706,LFMN,CC,M,B,963,125456,127404,0.894,3.589,0.186,0.142,2017,06
201706,LFOB,MC,I,B,1948,320486,320486,2.033,8.411,0.312,0.323,2017,06
201706,LFOB,CC,M,B,76,11572,11572,0.084,0.343,0.012,0.013,2017,06
201706,LFPG,LC,I,A,5,16,16,0.003,0.010,0.001,0.001,2017,06
201706,LFPG,LC,I,B,111,8174,8341,0.145,0.540,0.047,0.023,2017,06
201706,LFPG,LC,I,C,8956,2236860,3418056,37.834,231.747,16.857,6.005,2017,06
201706,LFPG,MC,I,A,3518,196326,213499,1.653,4.695,0.800,0.262,2017,06
201706,LFPG,MC,I,B,22482,2928571,3009694,24.551,92.908,10.222,3.897,2017,06
201706,LFPG,MC,I,C,1813,171547,610010,5.704,30.865,1.961,0.905,2017,06
201706,LFPG,LC,O,C,160,51209,65686,0.586,4.026,0.253,0.093,2017,06
